id	filename	md5	size	state
f6dec9d0-e062-4cb2-8c5a-626c27f421ed	TCGA-OL-A5DA-01A-01-TSA.CA041E3A-7E06-4872-B706-C7471CFFDA55.svs	e388ad4643ea6a8418699629759795e4	161561179	released
4eb82a62-33f8-4172-97c3-5325ebaa85e1	TCGA-AO-A0JF-01A-01-TSA.8a6d6272-723a-44f5-9682-6aed7f0964f6.svs	3ef5af4132838c03f8f0a5b527987ae3	360021615	released
8076f27f-5e7d-4de4-899f-a4c803d9b386	TCGA-LQ-A4E4-01A-01-TSA.5A2B4B62-4AD7-48F1-AF47-3CC66305AE3B.svs	e975a154a556596320574977df7021b2	135763949	released
852730fe-0649-437d-8e65-57c424bd7c96	TCGA-BH-A0EB-01A-01-TSA.12af0d04-ac02-49b1-b2a7-67af4dce098f.svs	59ee4da6a0deb90d632ae7fc8d256368	999047963	released
bd74ee11-89ac-45f0-8257-a5f37bb14078	TCGA-E9-A1R0-01Z-00-DX1.187C58EA-132E-4B3C-BAD0-7F59101D5C4D.svs	45b2bbe41acb1e5aa7643473e05c116c	668421075	released
d7d52c3b-11ed-4458-bd68-d00d98c82fac	TCGA-D8-A1JH-01A-01-TS1.8d0ed250-b310-4fa4-9ae2-23677c281393.svs	5969fcad7a6ff7c49d9a241a2eb15932	144819089	released
b658e65c-636f-43b9-8c52-a46ba2850044	TCGA-A2-A0SU-01Z-00-DX1.22420EE2-4FEB-42F3-9547-4739F0F73D50.svs	0b01185f24b67645f66ebbe6de035817	1774151999	released
7a79416d-74da-48a6-8c44-df4f41b04e3a	TCGA-D8-A1XQ-01Z-00-DX1.1A17A5C7-F14B-4AD2-AD5F-D3400D86A366.svs	32a92f4f5c28cd14655d6c587da07a8d	1209729719	released
ea02e2f8-60d5-45d3-a63c-bf3f1afedf48	TCGA-C8-A133-01A-03-TSC.ec2ffe8b-a27e-4f73-bff5-af3cb1020b32.svs	25cd926afff7ca58a249444a25fe35cc	246856601	released
fb8ea333-81a5-4419-8e83-612317201a47	TCGA-BH-A1EV-11A-01-TSA.59abfc90-b4b5-4179-a3be-2544b7bfc52b.svs	ab2788b51691ef2638ef726343f877d7	80478121	released
9fa07838-a335-4540-af62-6c9cbabc2327	TCGA-BH-A1FC-01Z-00-DX1.B816A21B-1559-42F5-902A-A1532E59C015.svs	d226e0e4f2ab1c8c5d3b192609756cf1	906683667	released
e69c8e0a-a47c-49a9-bb71-43b28edf08b4	TCGA-BH-A0HP-01A-01-BSA.c795ed04-0ade-4ed8-9a8b-526b4b789838.svs	62d4f86f989534d566c60ad3a60b469e	496313243	released
a1ff5a8b-e983-48d8-b38d-8aebc7a2f52f	TCGA-A2-A0YE-01A-01-TS1.03c71807-b82c-4b01-8962-c6ac3d1b3445.svs	7adecbce11710e17ef8afd86da4ed8f9	403491429	released
7db282c9-f0c1-4302-8d6e-f01ddd65fdb7	TCGA-D8-A73X-01A-01-TS1.297FED03-D11A-4804-B42A-1E50C0110C6E.svs	25de3f6ad88bf5b077558c8de965fc79	273330019	released
1d22e58e-1347-47d8-9231-c52ac5b79723	TCGA-A2-A3XZ-01A-04-TSD.F4F20F43-4A8B-4697-A46A-E43250604983.svs	81db6aa7f3ac8cf8bbe579342fed5005	224116607	released
bbbf2cdb-2666-4fab-999c-919d72d8f7fd	TCGA-BH-A1ET-11A-01-TSA.b801847e-b355-4f14-ad15-60242b5339d2.svs	d23466f5241a79e74175d170969e05a5	46825897	released
fbcf506f-03f3-4c27-930d-dffd828f8680	TCGA-BH-A0DV-01Z-00-DX1.2F0B5FB3-40F0-4D27-BFAC-390FB9A42B39.svs	67896ca0048f03770e37e555b2e9a075	1507162871	released
4269caca-d356-414d-8915-b16f2dd78a76	TCGA-E9-A1RD-11A-03-TSC.dbc7a525-d018-4317-a14c-0957603cf637.svs	a92e3d82a6d24b65e6070acf161c7920	69140455	released
